val,id,lbl
F65.51,http://purl.obolibrary.org/obo/MONDO_0001139,sexual masochism disorder
G91,http://purl.obolibrary.org/obo/MONDO_0001150,hydrocephalus
K28.0,http://purl.obolibrary.org/obo/MONDO_0001155,gastrojejunal ulcer
F60.7,http://purl.obolibrary.org/obo/MONDO_0001157,dependent personality disorder
F60.5,http://purl.obolibrary.org/obo/MONDO_0001158,obsessive-compulsive personality disorder
F44.81,http://purl.obolibrary.org/obo/MONDO_0001159,multiple personality disorder
F60.1,http://purl.obolibrary.org/obo/MONDO_0001161,schizoid personality disorder
F60.0,http://purl.obolibrary.org/obo/MONDO_0001163,paranoid personality disorder
F60.2,http://purl.obolibrary.org/obo/MONDO_0001164,antisocial personality disorder
N70.01,http://purl.obolibrary.org/obo/MONDO_0001173,acute salpingitis
H25-H28,http://purl.obolibrary.org/obo/MONDO_0001176,lens disorder
H18.1,http://purl.obolibrary.org/obo/MONDO_0001180,bullous keratopathy
F44.0,http://purl.obolibrary.org/obo/MONDO_0001185,dissociative amnesia
B88.3,http://purl.obolibrary.org/obo/MONDO_0001191,hirudiniasis
A77,http://purl.obolibrary.org/obo/MONDO_0001195,spotted fever
N42.83,http://purl.obolibrary.org/obo/MONDO_0001202,prostatic cyst
P28.5,http://purl.obolibrary.org/obo/MONDO_0001207,neonatal respiratory failure
K04.2,http://purl.obolibrary.org/obo/MONDO_0001216,pulp degeneration
J06.0,http://purl.obolibrary.org/obo/MONDO_0001218,acute laryngopharyngitis
E20,http://purl.obolibrary.org/obo/MONDO_0001220,hypoparathyroidism
I85,http://purl.obolibrary.org/obo/MONDO_0001221,esophageal varices
H10.1,http://purl.obolibrary.org/obo/MONDO_0001224,Angelucci syndrome
H74.1,http://purl.obolibrary.org/obo/MONDO_0001234,adhesive otitis media
P61.1,http://purl.obolibrary.org/obo/MONDO_0001238,polycythemia neonatorum
P61.2,http://purl.obolibrary.org/obo/MONDO_0001239,anemia of prematurity
P61.5,http://purl.obolibrary.org/obo/MONDO_0001241,transient neonatal neutropenia
E56.1,http://purl.obolibrary.org/obo/MONDO_0001244,vitamin K deficiency hemorrhagic disease
K04.5,http://purl.obolibrary.org/obo/MONDO_0001251,chronic apical periodontitis
I65.0,http://purl.obolibrary.org/obo/MONDO_0001258,vertebral artery occlusion
B65.3,http://purl.obolibrary.org/obo/MONDO_0001260,cercarial dermatitis
F20.81,http://purl.obolibrary.org/obo/MONDO_0001265,schizophreniform disorder
A46,http://purl.obolibrary.org/obo/MONDO_0001266,erysipelas
K06.0,http://purl.obolibrary.org/obo/MONDO_0001268,gingival recession
K59.1,http://purl.obolibrary.org/obo/MONDO_0001272,functional diarrhea
K59.4,http://purl.obolibrary.org/obo/MONDO_0001274,anal spasm
F80.1,http://purl.obolibrary.org/obo/MONDO_0001276,expressive language disorder
H50.15,http://purl.obolibrary.org/obo/MONDO_0001281,alternating exotropia
N80.5,http://purl.obolibrary.org/obo/MONDO_0001284,endometriosis of intestine
N80.3,http://purl.obolibrary.org/obo/MONDO_0001285,endometriosis of pelvic peritoneum
H50.1,http://purl.obolibrary.org/obo/MONDO_0001286,exotropia
N80.6,http://purl.obolibrary.org/obo/MONDO_0001287,endometriosis in cutaneous scar
N80.4,http://purl.obolibrary.org/obo/MONDO_0001288,endometriosis of rectovaginal septum and vagina
G93.5,http://purl.obolibrary.org/obo/MONDO_0001291,brain compression
C32.2,http://purl.obolibrary.org/obo/MONDO_0001293,subglottis cancer
G90.0,http://purl.obolibrary.org/obo/MONDO_0001295,idiopathic peripheral autonomic neuropathy
H53.62,http://purl.obolibrary.org/obo/MONDO_0001296,acquired night blindness
I31.4,http://purl.obolibrary.org/obo/MONDO_0001297,cardiac tamponade
J38.6,http://purl.obolibrary.org/obo/MONDO_0001305,laryngostenosis
H18.0,http://purl.obolibrary.org/obo/MONDO_0001308,corneal deposit
H65.0,http://purl.obolibrary.org/obo/MONDO_0001312,acute serous otitis media
G00.2,http://purl.obolibrary.org/obo/MONDO_0001316,streptococcal meningitis
P83.4,http://purl.obolibrary.org/obo/MONDO_0001323,infant gynecomastia
K04.1,http://purl.obolibrary.org/obo/MONDO_0001326,dental pulp necrosis
N81.84,http://purl.obolibrary.org/obo/MONDO_0001327,pelvic muscle wasting
H52.4,http://purl.obolibrary.org/obo/MONDO_0001330,presbyopia
M12.3,http://purl.obolibrary.org/obo/MONDO_0001332,palindromic rheumatism
E78.5,http://purl.obolibrary.org/obo/MONDO_0001336,familial hyperlipidemia
L82.0,http://purl.obolibrary.org/obo/MONDO_0001337,inflamed seborrheic keratosis
K04.4,http://purl.obolibrary.org/obo/MONDO_0001338,acute apical periodontitis
I81,http://purl.obolibrary.org/obo/MONDO_0001339,portal vein thrombosis
N25,http://purl.obolibrary.org/obo/MONDO_0001343,impaired renal function disease
A37.1,http://purl.obolibrary.org/obo/MONDO_0001353,Bordetella parapertussis infectious disease
H55.03,http://purl.obolibrary.org/obo/MONDO_0001361,spontaneous ocular nystagmus
D73.2,http://purl.obolibrary.org/obo/MONDO_0001367,chronic congestive splenomegaly
J37.0,http://purl.obolibrary.org/obo/MONDO_0001369,chronic laryngitis
K76.7,http://purl.obolibrary.org/obo/MONDO_0001382,hepatorenal syndrome
H44.2,http://purl.obolibrary.org/obo/MONDO_0001383,degenerative myopia
H52.1,http://purl.obolibrary.org/obo/MONDO_0001384,myopia
A30.0,http://purl.obolibrary.org/obo/MONDO_0001391,indeterminate leprosy
H53.61,http://purl.obolibrary.org/obo/MONDO_0001396,abnormal threshold of rods
C33,http://purl.obolibrary.org/obo/MONDO_0001407,tracheal cancer
N95.2,http://purl.obolibrary.org/obo/MONDO_0001410,postmenopausal atrophic vaginitis
A21.0,http://purl.obolibrary.org/obo/MONDO_0001413,ulceroglandular tularemia
N50.0,http://purl.obolibrary.org/obo/MONDO_0001415,atrophy of testis
C51-C58,http://purl.obolibrary.org/obo/MONDO_0001416,female reproductive organ cancer
E26.0,http://purl.obolibrary.org/obo/MONDO_0001422,primary aldosteronism
D86.81,http://purl.obolibrary.org/obo/MONDO_0001424,obsolete sarcoid meningitis
K31.82,http://purl.obolibrary.org/obo/MONDO_0001427,Dieulafoy lesion
H46.2,http://purl.obolibrary.org/obo/MONDO_0001431,toxic or nutritional optic neuropathy
F34.1,http://purl.obolibrary.org/obo/MONDO_0001442,dysthymic disorder
H74.0,http://purl.obolibrary.org/obo/MONDO_0001443,tympanosclerosis
B57,http://purl.obolibrary.org/obo/MONDO_0001444,Chagas disease
A87.2,http://purl.obolibrary.org/obo/MONDO_0001449,lymphocytic choriomeningitis
H35.4,http://purl.obolibrary.org/obo/MONDO_0001451,peripheral retinal degeneration
B35.4,http://purl.obolibrary.org/obo/MONDO_0001461,tinea corporis
H52.31,http://purl.obolibrary.org/obo/MONDO_0001478,anisometropia
A36.3,http://purl.obolibrary.org/obo/MONDO_0001479,cutaneous diphtheria
F20.0,http://purl.obolibrary.org/obo/MONDO_0001484,paranoid schizophrenia
H18.53,http://purl.obolibrary.org/obo/MONDO_0001490,corneal granular dystrophy
J45.991,http://purl.obolibrary.org/obo/MONDO_0001491,cough variant asthma
I27.1,http://purl.obolibrary.org/obo/MONDO_0001492,kyphoscoliotic heart disease
I86.1,http://purl.obolibrary.org/obo/MONDO_0001498,varicocele
F65.0,http://purl.obolibrary.org/obo/MONDO_0001504,fetishistic disorder
K70.1,http://purl.obolibrary.org/obo/MONDO_0001505,alcoholic hepatitis
N41.3,http://purl.obolibrary.org/obo/MONDO_0001506,prostatocystitis
H69.0,http://purl.obolibrary.org/obo/MONDO_0001508,patulous eustachian tube
N81.0,http://purl.obolibrary.org/obo/MONDO_0001514,prolapse of urethra
H18.4,http://purl.obolibrary.org/obo/MONDO_0001515,corneal degeneration
F63.2,http://purl.obolibrary.org/obo/MONDO_0001520,kleptomania
F63.81,http://purl.obolibrary.org/obo/MONDO_0001521,intermittent explosive disorder
F63.1,http://purl.obolibrary.org/obo/MONDO_0001522,pyromania
C51.1,http://purl.obolibrary.org/obo/MONDO_0001526,labia minora cancer
N25.81,http://purl.obolibrary.org/obo/MONDO_0001530,secondary hyperparathyroidism of renal origin
H35.82,http://purl.obolibrary.org/obo/MONDO_0001538,retinal ischemia
J67.1,http://purl.obolibrary.org/obo/MONDO_0001540,bagassosis
G57.0,http://purl.obolibrary.org/obo/MONDO_0001543,lesion of sciatic nerve
D59.3,http://purl.obolibrary.org/obo/MONDO_0001549,hemolytic-uremic syndrome
N76.6,http://purl.obolibrary.org/obo/MONDO_0001551,ulceration of vulva
M70.2,http://purl.obolibrary.org/obo/MONDO_0001557,olecranon bursitis
Q60.6,http://purl.obolibrary.org/obo/MONDO_0001558,Potter sequence
N81.81,http://purl.obolibrary.org/obo/MONDO_0001559,perineocele
Q40.0,http://purl.obolibrary.org/obo/MONDO_0001560,hypertrophic pyloric stenosis
Q40.1,http://purl.obolibrary.org/obo/MONDO_0001562,displacement of cardia through esophageal hiatus
H53.31,http://purl.obolibrary.org/obo/MONDO_0001565,abnormal retinal correspondence
E83.52,http://purl.obolibrary.org/obo/MONDO_0001566,hypercalcemia disease
F80.2,http://purl.obolibrary.org/obo/MONDO_0001568,mixed receptive-expressive language disorder
N81,http://purl.obolibrary.org/obo/MONDO_0001592,prolapse of female genital organ
K11.6,http://purl.obolibrary.org/obo/MONDO_0001600,mucocele of salivary gland
B53.0,http://purl.obolibrary.org/obo/MONDO_0001601,Plasmodium ovale malaria
H02.2,http://purl.obolibrary.org/obo/MONDO_0001604,lagophthalmos
D70,http://purl.obolibrary.org/obo/MONDO_0001609,agranulocytosis
ICD10WHO:D70,http://purl.obolibrary.org/obo/MONDO_0001609,agranulocytosis
H04.31,http://purl.obolibrary.org/obo/MONDO_0001611,phlegmonous dacryocystitis
B48.0,http://purl.obolibrary.org/obo/MONDO_0001616,lobomycosis
G45.4,http://purl.obolibrary.org/obo/MONDO_0001617,transient global amnesia
N47.6,http://purl.obolibrary.org/obo/MONDO_0001618,balanoposthitis
A68.0,http://purl.obolibrary.org/obo/MONDO_0001620,louse-borne relapsing fever
A68.1,http://purl.obolibrary.org/obo/MONDO_0001621,tick-borne relapsing fever
H02.22,http://purl.obolibrary.org/obo/MONDO_0001622,mechanical lagophthalmos
H02.21,http://purl.obolibrary.org/obo/MONDO_0001623,cicatricial lagophthalmos
J01.3,http://purl.obolibrary.org/obo/MONDO_0001624,acute sphenoidal sinusitis
N83.1,http://purl.obolibrary.org/obo/MONDO_0001625,corpus luteum cyst
B35.1,http://purl.obolibrary.org/obo/MONDO_0001628,tinea unguium
H34.1,http://purl.obolibrary.org/obo/MONDO_0001633,central retinal artery occlusion
D53.0,http://purl.obolibrary.org/obo/MONDO_0001638,protein-deficiency anemia
B37.81,http://purl.obolibrary.org/obo/MONDO_0001648,esophageal candidiasis
N30.0,http://purl.obolibrary.org/obo/MONDO_0001650,acute cystitis
H55.04,http://purl.obolibrary.org/obo/MONDO_0001655,dissociated nystagmus
D25.0,http://purl.obolibrary.org/obo/MONDO_0001664,submucous uterine fibroid
A21.1,http://purl.obolibrary.org/obo/MONDO_0001665,oculoglandular tularemia
A36.85,http://purl.obolibrary.org/obo/MONDO_0001681,diphtheritic cystitis
K86.81,http://purl.obolibrary.org/obo/MONDO_0001684,exocrine pancreatic insufficiency
H46.3,http://purl.obolibrary.org/obo/MONDO_0001688,toxic optic neuropathy
K14.3,http://purl.obolibrary.org/obo/MONDO_0001689,hypertrophy of tongue papillae
F65.4,http://purl.obolibrary.org/obo/MONDO_0001692,pedophilia
B35.2,http://purl.obolibrary.org/obo/MONDO_0001699,tinea manuum
A22.2,http://purl.obolibrary.org/obo/MONDO_0001701,gastrointestinal anthrax
K83.2,http://purl.obolibrary.org/obo/MONDO_0001710,perforation of bile duct
D61.0,http://purl.obolibrary.org/obo/MONDO_0001713,inherited aplastic anemia
C32.1,http://purl.obolibrary.org/obo/MONDO_0001724,supraglottis cancer
N30.3,http://purl.obolibrary.org/obo/MONDO_0001732,trigonitis
P39.0,http://purl.obolibrary.org/obo/MONDO_0001736,neonatal infective mastitis
A33,http://purl.obolibrary.org/obo/MONDO_0001737,tetanus neonatorum
N97.2,http://purl.obolibrary.org/obo/MONDO_0001753,female infertility of uterine origin
O15,http://purl.obolibrary.org/obo/MONDO_0001754,eclampsia
C31.2,http://purl.obolibrary.org/obo/MONDO_0001756,frontal sinus cancer
C31.1,http://purl.obolibrary.org/obo/MONDO_0001763,ethmoid sinus cancer
K62.6,http://purl.obolibrary.org/obo/MONDO_0001772,ulcer of anus and rectum
N42.0,http://purl.obolibrary.org/obo/MONDO_0001776,prostate calculus
F52.4,http://purl.obolibrary.org/obo/MONDO_0001780,premature ejaculation
B85.3,http://purl.obolibrary.org/obo/MONDO_0001794,Pthirus pubis infestation
B07.0,http://purl.obolibrary.org/obo/MONDO_0001795,plantar wart
A57,http://purl.obolibrary.org/obo/MONDO_0001797,chancroid
M35.7,http://purl.obolibrary.org/obo/MONDO_0001798,hypermobility syndrome
G20-G26,http://purl.obolibrary.org/obo/MONDO_0001815,extrapyramidal and movement disease
F52.0,http://purl.obolibrary.org/obo/MONDO_0001821,hypoactive sexual desire disorder
I49.5,http://purl.obolibrary.org/obo/MONDO_0001823,sick sinus syndrome
B36.2,http://purl.obolibrary.org/obo/MONDO_0001827,white piedra
H53.52,http://purl.obolibrary.org/obo/MONDO_0001828,acquired color blindness
F45.0,http://purl.obolibrary.org/obo/MONDO_0001830,somatization disorder
H47.9,http://purl.obolibrary.org/obo/MONDO_0001834,visual pathway disorder
D25.1,http://purl.obolibrary.org/obo/MONDO_0001843,uterus interstitial leiomyoma
M89.0,http://purl.obolibrary.org/obo/MONDO_0001859,algoneurodystrophy
Q25.2,http://purl.obolibrary.org/obo/MONDO_0001863,aorta atresia
H40.2,http://purl.obolibrary.org/obo/MONDO_0001868,primary angle-closure glaucoma
G51.1,http://purl.obolibrary.org/obo/MONDO_0001873,geniculate ganglionitis
M77.1,http://purl.obolibrary.org/obo/MONDO_0001875,epicondylitis
I70.1,http://purl.obolibrary.org/obo/MONDO_0001876,renal artery atheroma
K14.2,http://purl.obolibrary.org/obo/MONDO_0001880,median rhomboid glossitis
A48.3,http://purl.obolibrary.org/obo/MONDO_0001881,toxic shock syndrome
N81.12,http://purl.obolibrary.org/obo/MONDO_0001885,lateral cystocele
N81.11,http://purl.obolibrary.org/obo/MONDO_0001886,midline cystocele
E28,http://purl.obolibrary.org/obo/MONDO_0001889,ovarian dysfunction
G91.1,http://purl.obolibrary.org/obo/MONDO_0001896,obstructive hydrocephalus
I09.81,http://purl.obolibrary.org/obo/MONDO_0001899,rheumatic congestive heart failure
M65.2,http://purl.obolibrary.org/obo/MONDO_0001903,calcific tendinitis
J01.1,http://purl.obolibrary.org/obo/MONDO_0001912,acute frontal sinusitis
A21.3,http://purl.obolibrary.org/obo/MONDO_0001916,gastrointestinal tularemia
H35.51,http://purl.obolibrary.org/obo/MONDO_0001923,vitreoretinal dystrophy
H35.54,http://purl.obolibrary.org/obo/MONDO_0001924,dystrophies primarily involving the retinal pigment epithelium
N90.5,http://purl.obolibrary.org/obo/MONDO_0001932,obsolete atrophic vulva
H54,http://purl.obolibrary.org/obo/MONDO_0001941,blindness (disorder)
F41.1,http://purl.obolibrary.org/obo/MONDO_0001942,generalized anxiety disorder
B52,http://purl.obolibrary.org/obo/MONDO_0001943,Plasmodium malariae malaria
E28.0,http://purl.obolibrary.org/obo/MONDO_0001946,obsolete hyperestrogenism
ICD10WHO:E28.0,http://purl.obolibrary.org/obo/MONDO_0001946,obsolete hyperestrogenism
E06.0,http://purl.obolibrary.org/obo/MONDO_0001947,suppurative thyroiditis
E06.0,http://purl.obolibrary.org/obo/MONDO_0001949,acute thyroiditis
C71.3,http://purl.obolibrary.org/obo/MONDO_0001952,parietal lobe cancer
I82.1,http://purl.obolibrary.org/obo/MONDO_0001954,thrombophlebitis migrans
G62.81,http://purl.obolibrary.org/obo/MONDO_0001957,critical illness polyneuropathy
H66.1,http://purl.obolibrary.org/obo/MONDO_0001964,chronic tubotympanic suppurative otitis media
H57.01,http://purl.obolibrary.org/obo/MONDO_0001986,Argyll Robertson pupil
K14.4,http://purl.obolibrary.org/obo/MONDO_0001989,atrophic glossitis
C31.3,http://purl.obolibrary.org/obo/MONDO_0001994,sphenoidal sinus cancer
I27.0,http://purl.obolibrary.org/obo/MONDO_0001999,primary pulmonary hypertension
I75.81,http://purl.obolibrary.org/obo/MONDO_0002004,atheroembolism of kidney
H83.0,http://purl.obolibrary.org/obo/MONDO_0002008,labyrinthitis
E71.120,http://purl.obolibrary.org/obo/MONDO_0002012,methylmalonic acidemia
H00-H59,http://purl.obolibrary.org/obo/MONDO_0002022,disorder of orbital region
B37,http://purl.obolibrary.org/obo/MONDO_0002026,candidiasis
F60.6,http://purl.obolibrary.org/obo/MONDO_0002027,avoidant personality disorder
B35-B49,http://purl.obolibrary.org/obo/MONDO_0002041,fungal infectious disease
G91.0,http://purl.obolibrary.org/obo/MONDO_0002045,communicating hydrocephalus
F32,http://purl.obolibrary.org/obo/MONDO_0002050,depressive disorder
C50.2,http://purl.obolibrary.org/obo/MONDO_0002067,female breast upper-inner quadrant cancer
C50.3,http://purl.obolibrary.org/obo/MONDO_0002068,female breast lower-inner quadrant cancer
C50.6,http://purl.obolibrary.org/obo/MONDO_0002069,female breast axillary tail cancer
J93.0,http://purl.obolibrary.org/obo/MONDO_0002075,spontaneous tension pneumothorax
G25.83,http://purl.obolibrary.org/obo/MONDO_0002085,benign shuddering attacks
H34,http://purl.obolibrary.org/obo/MONDO_0002089,retinal vascular occlusion
G51,http://purl.obolibrary.org/obo/MONDO_0002098,facial nerve disorder
K59.31,http://purl.obolibrary.org/obo/MONDO_0002105,toxic megacolon
G58.7,http://purl.obolibrary.org/obo/MONDO_0002128,mononeuritis multiplex
I09.2,http://purl.obolibrary.org/obo/MONDO_0002133,chronic rheumatic pericarditis
L65.0,http://purl.obolibrary.org/obo/MONDO_0002153,telogen effluvium
A59,http://purl.obolibrary.org/obo/MONDO_0002154,trichomoniasis
H68.0,http://purl.obolibrary.org/obo/MONDO_0002172,otosalpingitis
H35.3,http://purl.obolibrary.org/obo/MONDO_0002175,degeneration of macula and posterior pole
J01.0,http://purl.obolibrary.org/obo/MONDO_0002186,acute maxillary sinusitis
P78.0,http://purl.obolibrary.org/obo/MONDO_0002196,perinatal intestinal perforation
K59.02,http://purl.obolibrary.org/obo/MONDO_0002202,outlet dysfunction constipation
K59.0,http://purl.obolibrary.org/obo/MONDO_0002203,constipation disorder
M77.3,http://purl.obolibrary.org/obo/MONDO_0002209,heel spur
C71.2,http://purl.obolibrary.org/obo/MONDO_0002218,temporal lobe cancer
K03,http://purl.obolibrary.org/obo/MONDO_0002220,tooth hard tissue disease
M47,http://purl.obolibrary.org/obo/MONDO_0002253,spondylosis
ICD10WHO:N42.2,http://purl.obolibrary.org/obo/MONDO_0002264,obsolete atrophy of prostate
D89.0,http://purl.obolibrary.org/obo/MONDO_0002272,polyclonal hypergammaglobulinemia
I70.91,http://purl.obolibrary.org/obo/MONDO_0002275,generalized atherosclerosis
E83.1,http://purl.obolibrary.org/obo/MONDO_0002279,iron metabolism disease
H10.5,http://purl.obolibrary.org/obo/MONDO_0002307,blepharoconjunctivitis
H10.44,http://purl.obolibrary.org/obo/MONDO_0002313,vernal conjunctivitis
H10.4,http://purl.obolibrary.org/obo/MONDO_0002314,chronic conjunctivitis
E83.3,http://purl.obolibrary.org/obo/MONDO_0002319,phosphorus metabolism disease
D18.02,http://purl.obolibrary.org/obo/MONDO_0002328,intracranial hemangioma
D73,http://purl.obolibrary.org/obo/MONDO_0002332,splenic disorder
D73.3,http://purl.obolibrary.org/obo/MONDO_0002333,splenic abscess
D18.03,http://purl.obolibrary.org/obo/MONDO_0002337,intra-abdominal hemangioma
M94.2,http://purl.obolibrary.org/obo/MONDO_0002342,chondromalacia
C45,http://purl.obolibrary.org/obo/MONDO_0002373,benign mesothelioma
C22.3,http://purl.obolibrary.org/obo/MONDO_0002387,liver angiosarcoma
H60-H95,http://purl.obolibrary.org/obo/MONDO_0002409,auditory system disorder
N28.85,http://purl.obolibrary.org/obo/MONDO_0002410,pyeloureteritis cystica
F60.81,http://purl.obolibrary.org/obo/MONDO_0002411,narcissistic personality disorder
E74.0,http://purl.obolibrary.org/obo/MONDO_0002412,disorder of glycogen metabolism
E74.01,http://purl.obolibrary.org/obo/MONDO_0002413,glycogen storage disease I
F95.0,http://purl.obolibrary.org/obo/MONDO_0002419,transient tic disorder
C40.2,http://purl.obolibrary.org/obo/MONDO_0002422,adamantinoma
C19,http://purl.obolibrary.org/obo/MONDO_0002425,rectosigmoid junction cancer
B50-B64,http://purl.obolibrary.org/obo/MONDO_0002428,protozoa infectious disease
I45.81,http://purl.obolibrary.org/obo/MONDO_0002442,long QT syndrome
H80-H83,http://purl.obolibrary.org/obo/MONDO_0002467,inner ear disorder
Q61,http://purl.obolibrary.org/obo/MONDO_0002473,cystic kidney disease
N17,http://purl.obolibrary.org/obo/MONDO_0002492,acute kidney failure
F10-F19,http://purl.obolibrary.org/obo/MONDO_0002494,substance-related disorder
C15-C26,http://purl.obolibrary.org/obo/MONDO_0002516,digestive system cancer
G95.1,http://purl.obolibrary.org/obo/MONDO_0002552,vascular myelopathy
D15.0,http://purl.obolibrary.org/obo/MONDO_0002588,thymoma type A
B04,http://purl.obolibrary.org/obo/MONDO_0002594,monkeypox
F60.4,http://purl.obolibrary.org/obo/MONDO_0002613,histrionic personality disorder
N60-N65,http://purl.obolibrary.org/obo/MONDO_0002657,breast disorder
H02.3,http://purl.obolibrary.org/obo/MONDO_0002660,blepharochalasis
C90.2,http://purl.obolibrary.org/obo/MONDO_0002754,extramedullary plasmacytoma
H60-H62,http://purl.obolibrary.org/obo/MONDO_0002776,external ear disorder
I80.0,http://purl.obolibrary.org/obo/MONDO_0002800,thrombophlebitis
B85-B89,http://purl.obolibrary.org/obo/MONDO_0002875,parasitic ectoparasitic infectious disease
C53.0,http://purl.obolibrary.org/obo/MONDO_0002876,cervical adenosarcoma
L08.1,http://purl.obolibrary.org/obo/MONDO_0002885,erythrasma
C43-C44,http://purl.obolibrary.org/obo/MONDO_0002898,skin cancer
L08.0,http://purl.obolibrary.org/obo/MONDO_0002922,pyoderma
M54.1,http://purl.obolibrary.org/obo/MONDO_0002959,radiculopathy
