val,id,lbl
398206004,http://purl.obolibrary.org/obo/HP_0000271,Abnormality of the face
398302004,http://purl.obolibrary.org/obo/HP_0000271,Abnormality of the face
37126005,http://purl.obolibrary.org/obo/HP_0000273,Facial grimacing
445088006,http://purl.obolibrary.org/obo/HP_0000282,Facial edema
103606006,http://purl.obolibrary.org/obo/HP_0000298,Mask-like facies
109504005,http://purl.obolibrary.org/obo/HP_0000303,Mandibular prognathia
22810007,http://purl.obolibrary.org/obo/HP_0000303,Mandibular prognathia
194021007,http://purl.obolibrary.org/obo/HP_0000316,Hypertelorism
22006008,http://purl.obolibrary.org/obo/HP_0000316,Hypertelorism
1070000,http://purl.obolibrary.org/obo/HP_0000317,Facial myokymia
15253005,http://purl.obolibrary.org/obo/HP_0000324,Facial asymmetry
699439001,http://purl.obolibrary.org/obo/HP_0000331,Short chin
248149005,http://purl.obolibrary.org/obo/HP_0000338,Hypomimic face
32958008,http://purl.obolibrary.org/obo/HP_0000347,Micrognathia
275259005,http://purl.obolibrary.org/obo/HP_0000356,Abnormality of the outer ear
253251006,http://purl.obolibrary.org/obo/HP_0000358,Posteriorly rotated ears
162349004,http://purl.obolibrary.org/obo/HP_0000360,Tinnitus
162352007,http://purl.obolibrary.org/obo/HP_0000360,Tinnitus
60862001,http://purl.obolibrary.org/obo/HP_0000360,Tinnitus
11543004,http://purl.obolibrary.org/obo/HP_0000362,Otosclerosis
103276001,http://purl.obolibrary.org/obo/HP_0000365,Hearing impairment
15188001,http://purl.obolibrary.org/obo/HP_0000365,Hearing impairment
343087000,http://purl.obolibrary.org/obo/HP_0000365,Hearing impairment
95828007,http://purl.obolibrary.org/obo/HP_0000365,Hearing impairment
128274005,http://purl.obolibrary.org/obo/HP_0000366,Abnormality of the nose
72089000,http://purl.obolibrary.org/obo/HP_0000366,Abnormality of the nose
95515009,http://purl.obolibrary.org/obo/HP_0000369,Low-set ears
3110003,http://purl.obolibrary.org/obo/HP_0000371,Acute otitis media
253255002,http://purl.obolibrary.org/obo/HP_0000377,Abnormal pinna morphology
65363002,http://purl.obolibrary.org/obo/HP_0000388,Otitis media
21186006,http://purl.obolibrary.org/obo/HP_0000389,Chronic otitis media
76223006,http://purl.obolibrary.org/obo/HP_0000394,Lop ear
275480001,http://purl.obolibrary.org/obo/HP_0000400,Macrotia
69056000,http://purl.obolibrary.org/obo/HP_0000400,Macrotia
300127002,http://purl.obolibrary.org/obo/HP_0000402,Stenosis of the external auditory canal
301061006,http://purl.obolibrary.org/obo/HP_0000402,Stenosis of the external auditory canal
44057004,http://purl.obolibrary.org/obo/HP_0000405,Conductive hearing impairment
60700002,http://purl.obolibrary.org/obo/HP_0000407,Sensorineural hearing impairment
77507001,http://purl.obolibrary.org/obo/HP_0000410,Mixed hearing impairment
275478007,http://purl.obolibrary.org/obo/HP_0000411,Protruding ear
95433000,http://purl.obolibrary.org/obo/HP_0000419,Abnormal nasal septum morphology
12441001,http://purl.obolibrary.org/obo/HP_0000421,Epistaxis
249366005,http://purl.obolibrary.org/obo/HP_0000421,Epistaxis
249321001,http://purl.obolibrary.org/obo/HP_0000431,Wide nasal bridge
249321001,http://purl.obolibrary.org/obo/HP_0000445,Wide nose
249311009,http://purl.obolibrary.org/obo/HP_0000448,Prominent nose
306963008,http://purl.obolibrary.org/obo/HP_0000452,Choanal stenosis
204508009,http://purl.obolibrary.org/obo/HP_0000453,Choanal atresia
21558008,http://purl.obolibrary.org/obo/HP_0000454,Flared nostrils
248568003,http://purl.obolibrary.org/obo/HP_0000454,Flared nostrils
249327002,http://purl.obolibrary.org/obo/HP_0000455,Broad nasal tip
249326006,http://purl.obolibrary.org/obo/HP_0000456,Bifid nasal tip
44169009,http://purl.obolibrary.org/obo/HP_0000458,Anosmia
249322008,http://purl.obolibrary.org/obo/HP_0000460,Narrow nose
708670007,http://purl.obolibrary.org/obo/HP_0000463,Anteverted nares
298390003,http://purl.obolibrary.org/obo/HP_0000464,Abnormality of the neck
40052002,http://purl.obolibrary.org/obo/HP_0000464,Abnormality of the neck
11731003,http://purl.obolibrary.org/obo/HP_0000465,Webbed neck
95427009,http://purl.obolibrary.org/obo/HP_0000470,Short neck
270476009,http://purl.obolibrary.org/obo/HP_0000473,Torticollis
70070008,http://purl.obolibrary.org/obo/HP_0000473,Torticollis
74333002,http://purl.obolibrary.org/obo/HP_0000473,Torticollis
399882002,http://purl.obolibrary.org/obo/HP_0000476,Cystic hygroma
40225001,http://purl.obolibrary.org/obo/HP_0000476,Cystic hygroma
423984004,http://purl.obolibrary.org/obo/HP_0000476,Cystic hygroma
19416009,http://purl.obolibrary.org/obo/HP_0000478,Abnormality of the eye
371405004,http://purl.obolibrary.org/obo/HP_0000478,Abnormality of the eye
371409005,http://purl.obolibrary.org/obo/HP_0000478,Abnormality of the eye
29555009,http://purl.obolibrary.org/obo/HP_0000479,Abnormal retinal morphology
26098002,http://purl.obolibrary.org/obo/HP_0000482,Microcornea
82649003,http://purl.obolibrary.org/obo/HP_0000483,Astigmatism
449734001,http://purl.obolibrary.org/obo/HP_0000484,Hyperopic astigmatism
204118005,http://purl.obolibrary.org/obo/HP_0000485,Megalocornea
268158009,http://purl.obolibrary.org/obo/HP_0000485,Megalocornea
128602000,http://purl.obolibrary.org/obo/HP_0000486,Strabismus
22066006,http://purl.obolibrary.org/obo/HP_0000486,Strabismus
29555009,http://purl.obolibrary.org/obo/HP_0000488,Retinopathy
246923005,http://purl.obolibrary.org/obo/HP_0000490,Deeply set eye
80093006,http://purl.obolibrary.org/obo/HP_0000490,Deeply set eye
5888003,http://purl.obolibrary.org/obo/HP_0000491,Keratitis
246800008,http://purl.obolibrary.org/obo/HP_0000494,Downslanted palpebral fissures
2055003,http://purl.obolibrary.org/obo/HP_0000495,Recurrent corneal erosions
91514001,http://purl.obolibrary.org/obo/HP_0000495,Recurrent corneal erosions
103252009,http://purl.obolibrary.org/obo/HP_0000496,Abnormality of eye movement
231796003,http://purl.obolibrary.org/obo/HP_0000498,Blepharitis
41446000,http://purl.obolibrary.org/obo/HP_0000498,Blepharitis
23986001,http://purl.obolibrary.org/obo/HP_0000501,Glaucoma
246635007,http://purl.obolibrary.org/obo/HP_0000505,Visual impairment
397540003,http://purl.obolibrary.org/obo/HP_0000505,Visual impairment
7973008,http://purl.obolibrary.org/obo/HP_0000505,Visual impairment
246803005,http://purl.obolibrary.org/obo/HP_0000506,Telecanthus
11934000,http://purl.obolibrary.org/obo/HP_0000508,Ptosis
9826008,http://purl.obolibrary.org/obo/HP_0000509,Conjunctivitis
28835009,http://purl.obolibrary.org/obo/HP_0000510,Rod-cone dystrophy
246773002,http://purl.obolibrary.org/obo/HP_0000511,Vertical supranuclear gaze palsy
274524001,http://purl.obolibrary.org/obo/HP_0000512,Abnormal electroretinogram
404686001,http://purl.obolibrary.org/obo/HP_0000514,Slow saccadic eye movements
10810001,http://purl.obolibrary.org/obo/HP_0000517,Abnormal lens morphology
128306009,http://purl.obolibrary.org/obo/HP_0000518,Cataract
193570009,http://purl.obolibrary.org/obo/HP_0000518,Cataract
247053007,http://purl.obolibrary.org/obo/HP_0000518,Cataract
609587005,http://purl.obolibrary.org/obo/HP_0000519,Developmental cataract
79410001,http://purl.obolibrary.org/obo/HP_0000519,Developmental cataract
18265008,http://purl.obolibrary.org/obo/HP_0000520,Proptosis
253215004,http://purl.obolibrary.org/obo/HP_0000522,Alacrima
95723009,http://purl.obolibrary.org/obo/HP_0000523,Subcapsular cataract
231870008,http://purl.obolibrary.org/obo/HP_0000524,Conjunctival telangiectasia
69278003,http://purl.obolibrary.org/obo/HP_0000526,Aniridia
204099004,http://purl.obolibrary.org/obo/HP_0000528,Anophthalmia
7183006,http://purl.obolibrary.org/obo/HP_0000528,Anophthalmia
95686007,http://purl.obolibrary.org/obo/HP_0000533,Chorioretinal atrophy
400956000,http://purl.obolibrary.org/obo/HP_0000537,Epicanthus inversus
57138009,http://purl.obolibrary.org/obo/HP_0000538,Pseudopapilledema
38101003,http://purl.obolibrary.org/obo/HP_0000540,Hypermetropia
42059000,http://purl.obolibrary.org/obo/HP_0000541,Retinal detachment
302200001,http://purl.obolibrary.org/obo/HP_0000543,Optic disc pallor
19373007,http://purl.obolibrary.org/obo/HP_0000544,External ophthalmoplegia
46252003,http://purl.obolibrary.org/obo/HP_0000544,External ophthalmoplegia
57190000,http://purl.obolibrary.org/obo/HP_0000545,Myopia
95695004,http://purl.obolibrary.org/obo/HP_0000546,Retinal degeneration
23289000,http://purl.obolibrary.org/obo/HP_0000551,Color vision defect
367469000,http://purl.obolibrary.org/obo/HP_0000551,Color vision defect
51886007,http://purl.obolibrary.org/obo/HP_0000552,Tritanomaly
85049009,http://purl.obolibrary.org/obo/HP_0000552,Tritanomaly
128473001,http://purl.obolibrary.org/obo/HP_0000554,Uveitis
1361009,http://purl.obolibrary.org/obo/HP_0000555,Leukocoria
314407005,http://purl.obolibrary.org/obo/HP_0000556,Retinal dystrophy
47507006,http://purl.obolibrary.org/obo/HP_0000558,Rieger anomaly
95726001,http://purl.obolibrary.org/obo/HP_0000559,Corneal scarring
65636009,http://purl.obolibrary.org/obo/HP_0000563,Keratoconus
278530008,http://purl.obolibrary.org/obo/HP_0000564,Lacrimal duct atresia
16596007,http://purl.obolibrary.org/obo/HP_0000565,Esotropia
39302008,http://purl.obolibrary.org/obo/HP_0000567,Chorioretinal coloboma
204108000,http://purl.obolibrary.org/obo/HP_0000568,Microphthalmia
61142002,http://purl.obolibrary.org/obo/HP_0000568,Microphthalmia
246768008,http://purl.obolibrary.org/obo/HP_0000571,Hypometric saccades
7973008,http://purl.obolibrary.org/obo/HP_0000572,Visual loss
28998008,http://purl.obolibrary.org/obo/HP_0000573,Retinal hemorrhage
23388006,http://purl.obolibrary.org/obo/HP_0000575,Scotoma
81016008,http://purl.obolibrary.org/obo/HP_0000575,Scotoma
33014001,http://purl.obolibrary.org/obo/HP_0000576,Centrocecal scotoma
399054005,http://purl.obolibrary.org/obo/HP_0000577,Exotropia
399252000,http://purl.obolibrary.org/obo/HP_0000577,Exotropia
231841004,http://purl.obolibrary.org/obo/HP_0000579,Nasolacrimal duct obstruction
246865000,http://purl.obolibrary.org/obo/HP_0000579,Nasolacrimal duct obstruction
314022009,http://purl.obolibrary.org/obo/HP_0000579,Nasolacrimal duct obstruction
416920000,http://purl.obolibrary.org/obo/HP_0000579,Nasolacrimal duct obstruction
28835009,http://purl.obolibrary.org/obo/HP_0000580,Pigmentary retinopathy
246799009,http://purl.obolibrary.org/obo/HP_0000582,Upslanted palpebral fissure
35055000,http://purl.obolibrary.org/obo/HP_0000585,Band keratopathy
17541006,http://purl.obolibrary.org/obo/HP_0000588,Optic disc coloboma
44295002,http://purl.obolibrary.org/obo/HP_0000588,Optic disc coloboma
92828000,http://purl.obolibrary.org/obo/HP_0000589,Coloboma
93390002,http://purl.obolibrary.org/obo/HP_0000589,Coloboma
46252003,http://purl.obolibrary.org/obo/HP_0000590,Progressive external ophthalmoplegia
204164000,http://purl.obolibrary.org/obo/HP_0000592,Blue sclerae
204142009,http://purl.obolibrary.org/obo/HP_0000593,Abnormal anterior chamber morphology
246986004,http://purl.obolibrary.org/obo/HP_0000594,Shallow anterior chamber
275259005,http://purl.obolibrary.org/obo/HP_0000598,Abnormality of the ear
44593008,http://purl.obolibrary.org/obo/HP_0000601,Hypotelorism
16110005,http://purl.obolibrary.org/obo/HP_0000602,Ophthalmoplegia
38950008,http://purl.obolibrary.org/obo/HP_0000603,Central scotoma
420675003,http://purl.obolibrary.org/obo/HP_0000605,Supranuclear gaze palsy
422338006,http://purl.obolibrary.org/obo/HP_0000608,Macular degeneration
95499004,http://purl.obolibrary.org/obo/HP_0000609,Optic nerve hypoplasia
246622003,http://purl.obolibrary.org/obo/HP_0000613,Photophobia
409668002,http://purl.obolibrary.org/obo/HP_0000613,Photophobia
274093008,http://purl.obolibrary.org/obo/HP_0000615,Abnormal pupil morphology
63251006,http://purl.obolibrary.org/obo/HP_0000616,Miosis
65956007,http://purl.obolibrary.org/obo/HP_0000618,Blindness
194131002,http://purl.obolibrary.org/obo/HP_0000619,Impaired convergence
85777005,http://purl.obolibrary.org/obo/HP_0000620,Dacryocystitis
33168009,http://purl.obolibrary.org/obo/HP_0000621,Entropion
111516008,http://purl.obolibrary.org/obo/HP_0000622,Blurred vision
246636008,http://purl.obolibrary.org/obo/HP_0000622,Blurred vision
95202004,http://purl.obolibrary.org/obo/HP_0000625,Eyelid coloboma
253228006,http://purl.obolibrary.org/obo/HP_0000627,Posterior embryotoxon
392437005,http://purl.obolibrary.org/obo/HP_0000627,Posterior embryotoxon
247123003,http://purl.obolibrary.org/obo/HP_0000631,Retinal arterial tortuosity
301952009,http://purl.obolibrary.org/obo/HP_0000635,Blue irides
563001,http://purl.obolibrary.org/obo/HP_0000639,Nystagmus
29356006,http://purl.obolibrary.org/obo/HP_0000640,Gaze-evoked nystagmus
246674000,http://purl.obolibrary.org/obo/HP_0000642,Red-green dyschromatopsia
77479002,http://purl.obolibrary.org/obo/HP_0000642,Red-green dyschromatopsia
59026006,http://purl.obolibrary.org/obo/HP_0000643,Blepharospasm
387742006,http://purl.obolibrary.org/obo/HP_0000646,Amblyopia
76976005,http://purl.obolibrary.org/obo/HP_0000648,Optic atrophy
102968003,http://purl.obolibrary.org/obo/HP_0000649,Abnormality of visual evoked potentials
24982008,http://purl.obolibrary.org/obo/HP_0000651,Diplopia
127559009,http://purl.obolibrary.org/obo/HP_0000656,Ectropion
62909004,http://purl.obolibrary.org/obo/HP_0000656,Ectropion
193662007,http://purl.obolibrary.org/obo/HP_0000657,Oculomotor apraxia
423142006,http://purl.obolibrary.org/obo/HP_0000658,Eyelid apraxia
204153003,http://purl.obolibrary.org/obo/HP_0000659,Peters anomaly
95692001,http://purl.obolibrary.org/obo/HP_0000660,Lipemia retinalis
65194006,http://purl.obolibrary.org/obo/HP_0000662,Nyctalopia
253207002,http://purl.obolibrary.org/obo/HP_0000664,Synophrys
81756001,http://purl.obolibrary.org/obo/HP_0000666,Horizontal nystagmus
4229009,http://purl.obolibrary.org/obo/HP_0000667,Phthisis bulbi
64969001,http://purl.obolibrary.org/obo/HP_0000668,Hypodontia
80967001,http://purl.obolibrary.org/obo/HP_0000670,Carious teeth
16958000,http://purl.obolibrary.org/obo/HP_0000674,Anodontia
26624006,http://purl.obolibrary.org/obo/HP_0000674,Anodontia
12351004,http://purl.obolibrary.org/obo/HP_0000678,Dental crowding
699222000,http://purl.obolibrary.org/obo/HP_0000678,Dental crowding
51744007,http://purl.obolibrary.org/obo/HP_0000679,Taurodontia
5639000,http://purl.obolibrary.org/obo/HP_0000684,Delayed eruption of teeth
47944004,http://purl.obolibrary.org/obo/HP_0000689,Dental malocclusion
707598004,http://purl.obolibrary.org/obo/HP_0000689,Dental malocclusion
32337007,http://purl.obolibrary.org/obo/HP_0000691,Microdontia
67504007,http://purl.obolibrary.org/obo/HP_0000694,Odontodysplasia
21995002,http://purl.obolibrary.org/obo/HP_0000695,Natal tooth
58748004,http://purl.obolibrary.org/obo/HP_0000695,Natal tooth
29553002,http://purl.obolibrary.org/obo/HP_0000698,Conical tooth
35591002,http://purl.obolibrary.org/obo/HP_0000699,Diastema
81407003,http://purl.obolibrary.org/obo/HP_0000700,Periapical bone loss
89988002,http://purl.obolibrary.org/obo/HP_0000700,Periapical bone loss
196286005,http://purl.obolibrary.org/obo/HP_0000703,Dentinogenesis imperfecta
18718003,http://purl.obolibrary.org/obo/HP_0000704,Periodontitis
2556008,http://purl.obolibrary.org/obo/HP_0000704,Periodontitis
41565005,http://purl.obolibrary.org/obo/HP_0000704,Periodontitis
78494001,http://purl.obolibrary.org/obo/HP_0000705,Amelogenesis imperfecta
109542004,http://purl.obolibrary.org/obo/HP_0000706,Eruption failure
88425004,http://purl.obolibrary.org/obo/HP_0000707,Abnormality of the nervous system
25786006,http://purl.obolibrary.org/obo/HP_0000708,Atypical behavior
277843001,http://purl.obolibrary.org/obo/HP_0000708,Atypical behavior
69322001,http://purl.obolibrary.org/obo/HP_0000709,Psychosis
162221009,http://purl.obolibrary.org/obo/HP_0000711,Restlessness
18963009,http://purl.obolibrary.org/obo/HP_0000712,Emotional lability
24199005,http://purl.obolibrary.org/obo/HP_0000713,Agitation
21061000119107,http://purl.obolibrary.org/obo/HP_0000716,Depression
35489007,http://purl.obolibrary.org/obo/HP_0000716,Depression
78667006,http://purl.obolibrary.org/obo/HP_0000716,Depression
